SERIAL_NUMBER,VIOLATION_STATUS,VIOLATION_CODE,VIOLATION_DESCRIPTION,ObjectId
DAPIRASR3,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16956
DAN7KZICE,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16957
DASRCMCBD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16958
DABVOU0KH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16959
DAN7KZICE,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16960
DAP1XZPSM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16961
DAP1XZPSM,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,16962
DAP1XZPSM,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16963
DASPHBSYV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16964
DASPHBSYV,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16965
DAUIYQDM1,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16966
DAVSZSQ6F,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16967
DAWB0Z4IH,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,16968
DAY4DIYG5,OUT OF COMPLIANCE,H092,WINDOWS/SCREENS - PREMISES,16969
DAY4DIYG5,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,16970
DAY4DIYG5,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,16971
DAY4DIYG5,OUT OF COMPLIANCE,H079,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - PREMISES",16972
DA00OYU9B,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16973
DA00OYU9B,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16974
DA00OYU9B,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16975
DA082HOUK,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16976
DA082HOUK,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16977
DA082HOUK,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,16978
DA3161452,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,16979
DA3162744,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,16980
DA7T2IJ6M,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16981
DA8NZQMDZ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16982
DA8NZQMDZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16983
DA8NZQMDZ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16984
DA8NZQMDZ,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16985
DA8NZQMDZ,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,16986
DA8NZQMDZ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16987
DA8NZQMDZ,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,16988
DAA0JUFYE,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16989
DABHQZIOW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16990
DABHQZIOW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16991
DAEZ3B8RD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16992
DAEZ3B8RD,OUT OF COMPLIANCE,H046,BUILDING LACKING RAIN GUTTER SYSTEM,16993
DAFPCIJBB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16994
DAFPCIJBB,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,16995
DAFYW7WCZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16996
DAGKZEIHT,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16997
DAI1V1F6S,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16998
DAKDKKBFN,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16999
DALLZV0TW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17000
DAMGYNNAE,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,17001
DAMGYNNAE,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,17002
DAMGYNNAE,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17003
DAMGYNNAE,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17004
DANMGHI7Z,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17005
DAPEO0WNH,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17006
DAPIRASR3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17007
DASMF48AA,OUT OF COMPLIANCE,H042,NO WATER - UNIT,17008
DAD10SJUB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17009
DABZYB0QM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17010
DAD10SJUB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17011
DAUHGDQLO,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,17012
DASRCMCBD,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17013
DASRCMCBD,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17014
DASVWYNHA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17015
DATBAYPYY,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17016
DATBAYPYY,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,17017
DATBAYPYY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17018
DATBAYPYY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17019
DATBAYPYY,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17020
DATDMB4TS,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17021
DATDMB4TS,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17022
DATH3U9O3,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,17023
DATH3U9O3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17024
DATH3U9O3,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES,17025
DATH3U9O3,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,17026
DATH3U9O3,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17027
DATVEZZHD,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,17028
DATVEZZHD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17029
DATVEZZHD,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17030
DAUHDPVGG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17031
DAUHDPVGG,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17032
DAUHDPVGG,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",17033
DAUHDPVGG,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17034
DAUHDPVGG,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17035
DAV0ESXH1,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,17036
DAV0ESXH1,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17037
DAV0ESXH1,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17038
DAV0ESXH1,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17039
DAV1G4STX,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,17040
DAV1G4STX,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17041
DAV1G4STX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17042
DAVXVSL0V,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17043
DAWMFOASZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17044
DAWMFOASZ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,17045
DAX3OAYP0,OUT OF COMPLIANCE,H031,CAST-OFFS/DEBRIS/WASTE - UNIT,17046
DAXXYQAHB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17047
DAXXYQAHB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17048
DAYU28VRQ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17049
DAYU28VRQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17050
DAYU28VRQ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17051
DAYWQWT2V,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,17052
DAZ4JIC9G,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17053
DAZ4JIC9G,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17054
DA9ROVNCV,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,17055
DA9ROVNCV,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17056
DA9ROVNCV,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,17057
DA9ROVNCV,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17058
DA9WN1O4Y,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17059
DAB3JS2R5,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17060
DAUHGDQLO,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17061
DAE0UZ0PQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17062
DADNGZPMJ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17063
DAUHGDQLO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17064
DAE0UZ0PQ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17065
DADVSU7TF,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17066
DAUHGDQLO,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17067
DAF9RCT79,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17068
DAE4CJ7UC,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,17069
DAUHGDQLO,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17070
DAFHA5TGF,OUT OF COMPLIANCE,H070,TANK/BASE/BOWL/OTHER - PREMISES,17071
DAEFJ87R7,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17072
DAUVBD6TG,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17073
DAEFJ87R7,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17074
DAUVBD6TG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17075
DAESBOFCW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17076
DAXTMPVOR,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,17077
DAESBOFCW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17078
DAXTMPVOR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17079
DAESBOFCW,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,17080
DA1ENPW8D,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17081
DAESBOFCW,OUT OF COMPLIANCE,H095,STAIRS - PREMISES,17082
DA1ENPW8D,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17083
DAESBOFCW,OUT OF COMPLIANCE,H071,TUB/SHOWER STALL - PREMISES,17084
DA30CF7UO,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17085
DAIGB0PJK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17086
DA30CF7UO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17087
DAIGB0PJK,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17088
DA30CF7UO,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17089
DAM0BTRCQ,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,17090
DA30CF7UO,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,17091
DAMBPK1JN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17092
DA30CF7UO,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,17093
DAMBPK1JN,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17094
DA30CF7UO,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,17095
DAMVHHN7X,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,17096
DA30CF7UO,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",17097
DANKT5HNS,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17098
DA30CF7UO,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,17099
DAO9WFU04,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17100
DA37RNTJO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17101
DAO9WFU04,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17102
DA37RNTJO,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17103
DAO9WFU04,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17104
DA4ERJLWT,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17105
DAU0F5BS7,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,17106
DA4ERJLWT,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,17107
DAUKIYC4B,OUT OF COMPLIANCE,H079,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - PREMISES",17108
DA4ERJLWT,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,17109
DAUOMEMQ2,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17110
DA4ERJLWT,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17111
DAUOMEMQ2,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,17112
DA6KT7AGV,OUT OF COMPLIANCE,H070,TANK/BASE/BOWL/OTHER - PREMISES,17113
DAUOMEMQ2,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17114
DA9QUGPFI,OUT OF COMPLIANCE,H048,DRAINAGE ISSUES,17115
DAUZ72EAH,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,17116
DA9QUGPFI,OUT OF COMPLIANCE,H043,MOSQUITOS - UNIT,17117
DAUZ72EAH,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17118
DAABCOKOT,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17119
DAUZ72EAH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17120
DAABCOKOT,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,17121
DAW1X9ZWA,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,17122
DAALGI7XW,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,17123
DAW1X9ZWA,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,17124
DAFHA5TGF,OUT OF COMPLIANCE,H028,COMMON AREA - UNIT,17125
DAHPPWDJG,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17126
DAHPPWDJG,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,17127
DAHPPWDJG,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES,17128
DAIOEUQGN,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17129
DAIOEUQGN,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17130
DAMDRD864,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17131
DAMDRD864,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17132
DAMDRD864,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",17133
DAMUOMO9O,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17134
DANCTUVH6,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17135
DANCTUVH6,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17136
DANCTUVH6,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17137
DANCTUVH6,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17138
DANCTUVH6,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,17139
DANCTUVH6,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,17140
DAPNLT1T0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17141
DAQ0ZC5KC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17142
DAQ0ZC5KC,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17143
DAQ0ZC5KC,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,17144
DAR0HPAL8,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17145
DAR0HPAL8,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,17146
DAR0HPAL8,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES,17147
DASKQ5NPO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17148
DAVOPV03J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17149
DAXDIBL0X,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17150
DAYKT9EPZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17151
DAYKT9EPZ,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17152
DA5RKPZ1P,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17153
DA5RKPZ1P,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17154
DAALGI7XW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17155
DA5RKPZ1P,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES,17156
DAALGI7XW,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,17157
DA5RKPZ1P,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES,17158
DAALGI7XW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17159
DA5RKPZ1P,OUT OF COMPLIANCE,H071,TUB/SHOWER STALL - PREMISES,17160
DAY0HI9CP,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,17161
DAALGI7XW,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,17162
DA9BIZD1J,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17163
DAZNCODH5,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17164
DAALGI7XW,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",17165
DABX0DGIX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17166
DAZNCODH5,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17167
DABX0DGIX,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,17168
DAZOEEQIQ,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17169
DADBRILGL,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17170
DA04W8WIB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17171
DAFO7SLRO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17172
DA0O5IGJU,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES,17173
DAFO7SLRO,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17174
DAALGI7XW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17175
DAFO7SLRO,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,17176
DA0O5IGJU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17177
DA0O5IGJU,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17178
DA0OMZBEY,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,17179
DAGQ08OEI,OUT OF COMPLIANCE,H102,PERMIT AVAILABLE,17180
DA3N531FO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17181
DAGNNZB7H,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES,17182
DAH0ET7TL,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17183
DA537BKWQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17184
DAGNNZB7H,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,17185
DAH0ET7TL,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,17186
DA600L2Q4,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17187
DAIQVS1NY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17188
DAHKRGIH7,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17189
DA600L2Q4,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,17190
DAHKRGIH7,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17191
DA7P9KMLZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17192
DAI4NQ4JD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17193
DA804LMFO,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17194
DAI4NQ4JD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17195
DA9M0Q30M,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,17196
DAKZ7GNCB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17197
DAKZ7GNCB,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,17198
DAKZ7GNCB,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17199
DAKZ7GNCB,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,17200
DAISE7UZH,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,17201
DAJYAPFAU,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,17202
DAJYAPFAU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17203
DAJYAPFAU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,17204
DAO9HC9J2,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,17205
DAQTAK6QN,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,17206
DAQTAK6QN,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17207
DAQTAK6QN,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17208
DAQTAK6QN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17209
DASY5HJQC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17210
DATX7CNSD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17211
DATX7CNSD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17212
DAYTX873W,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,17213
DAYTX873W,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17214
DAZYTXZV0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17215
DA0JA3SRC,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17216
DA0NZBDAC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17217
DA1HDKX8Q,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,17218
DA50HLGTB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,17219
DA50HLGTB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,17220
